-0.0009614507310460318,0.7788663122379924,0.3377451703080352,0.8684541618638194
0.06867505221756653,0.7897434790585239,0.4310086093415322,0.8704542341233951
0.1951573296392688,0.7980748616933502,0.5242720483750292,0.8724543063829707
0.3498135472332291,0.8075969323835247,0.6175039794899346,0.8747661810049367
0.4340434987780748,0.8140573318957356,0.7107296090211204,0.8771404160993808
0.5744496430368891,0.8245981283105054,0.8039678417197447,0.8793899302488688
0.8136105123845647,0.8378621652459106,0.9127489306599976,0.8819831831870324
1.0951095514243692,0.852147674908,1.0526989129885944,0.8844407554658366
1.30661154349142,0.8591239614124693,1.2082774530973923,0.8863939641076146
1.659446793022222,0.8674663320556504,1.3638408694052648,0.8884968378833401
1.8712063165350887,0.8718940873723258,1.5349704578145271,0.8907127166995723
2.2805954715670564,0.8805790091759681,1.706115170024713,0.8927789303818572
2.520700622882723,0.8844984317561291,1.8928022883634066,0.8951933371722803
2.69024215804484,0.8867153997918165,2.110733559004566,0.8967273010891774
2.859852368259175,0.888252759510759,2.328729645935402,0.897619843003443
3.0718694232178576,0.8901319836396404,2.5467257328662383,0.8985123849177085
3.340491889966869,0.8918440526914244,2.76472452047581,0.8993782009151976
3.6656854309801004,0.8937287708244832,2.9826963012980183,0.90051127608045
3.9484892960120384,0.8951017224684169,3.2006059665092863,0.9022590473315577
4.301976958538908,0.8969878141025202,3.4185129310418176,0.9040335444994417
4.457508783048643,0.8978448787541954,3.6364225962530856,0.9057813157505493
4.712052864093052,0.8988766527387121,3.8543322614643545,0.907529087001657
4.825195012621493,0.899221950901262,4.0724012667210765,0.907700029162962
5.207045471714216,0.9004298077196645,4.2905918025209395,0.9066683050693326
5.390888586500643,0.9011183437931979,4.508793141035748,0.905529677308598
5.7161851400921995,0.9019836494511392,4.726989078193085,0.9044445013814161
5.956616497905899,0.9026749325267612,4.945136403133165,0.9038403919562078
6.126329720698561,0.9031928797705862,5.1631297893852635,0.9047596597872497
6.338466956998626,0.9038827893451638,5.381071862741369,0.9061867200370415
6.522310071785051,0.9045713254186971,5.599022038133687,0.9075336025365044
6.593011038043035,0.9049145633296805,5.816977614883474,0.9088270332024146
6.805062430527825,0.9064539833001894,6.03498180385052,0.9096393973663512
6.918135904004051,0.9074788897794844,6.253067013179659,0.9096499840269983
7.059520667756964,0.9083352676806374,6.4711522225088,0.9096605706876454
7.314081917564429,0.9091971395859679,6.689218527086784,0.9098582387657266
7.427224066092868,0.9095424377485178,6.907274028949824,0.9101628105109132
7.7949618019548845,0.9104098036580257,7.125235007057085,0.9114027893432708
7.823255923468522,0.91041117715907,7.343158175662036,0.9130169310104969
7.964675024747545,0.9109277509018506,7.561078643588249,0.9146577985944992
8.091964234032805,0.9112737358149228,7.7790018121932,0.9162719402617253
8.233383335311828,0.9117903095577032,7.9969627903004605,0.917511919094083
8.403096558104487,0.9123082568015282,8.215002088091083,0.9179768463399275
8.445537740374945,0.9123103170530946,8.433073794026537,0.918121062584456
8.544532828146568,0.9126549284651224,8.651110391138424,0.9186127157470768
8.629398023924427,0.9128289510474418,8.869182097073882,0.9187569319916055
